,Target,Feature_1,Feature_2,Feature_3,Feature_4,JPG_PATH
1042,0,0.864258,0.588867,0.267578 ,0.521484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_544.jpeg
1043,0,0.105469,0.477539,0.207031 ,0.896484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_544.jpeg
1044,1,0.636719,0.560547,0.714844 ,0.507812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5450.jpeg
1045,1,0.527344,0.559570,0.753906 ,0.595703,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5458.jpeg
1046,0,0.488281,0.455078,0.894531 ,0.835938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5461.jpeg
1047,1,0.479492,0.398438,0.564453 ,0.421875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5474.jpeg
1048,0,0.396484,0.502930,0.710938 ,0.994141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5487.jpeg
1049,0,0.505859,0.503906,0.707031 ,0.992188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5494.jpeg
1050,1,0.488281,0.626953,0.652344 ,0.542969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_550.jpeg
1051,0,0.549805,0.508789,0.853516 ,0.498047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5502.jpeg
1052,0,0.805664,0.782227,0.373047 ,0.435547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5502.jpeg
1053,1,0.422852,0.421875,0.509766 ,0.257812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5508.jpeg
1054,0,0.482422,0.425781,0.574219 ,0.582031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_551.jpeg
1055,0,0.830078,0.857422,0.312500 ,0.250000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_551.jpeg
1056,0,0.892578,0.569336,0.210938 ,0.279297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_551.jpeg
1057,0,0.695312,0.430664,0.609375 ,0.736328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5512.jpeg
1058,0,0.384766,0.487305,0.765625 ,0.740234,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5512.jpeg
1059,0,0.502930,0.440430,0.978516 ,0.654297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5521.jpeg
1060,1,0.522461,0.493164,0.865234 ,0.763672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5523.jpeg
1061,0,0.600586,0.468750,0.689453 ,0.656250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5529.jpeg
1062,1,0.490234,0.646484,0.738281 ,0.628906,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5542.jpeg
1063,1,0.362305,0.416992,0.669922 ,0.759766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5568.jpeg
1064,1,0.880859,0.605469,0.238281 ,0.246094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5568.jpeg
1065,1,0.502930,0.464844,0.486328 ,0.675781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5578.jpeg
1066,1,0.468750,0.555664,0.285156 ,0.279297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5587.jpeg
1067,1,0.213867,0.233398,0.384766 ,0.373047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5587.jpeg
1068,1,0.590820,0.540039,0.708984 ,0.646484,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5591.jpeg
1069,1,0.662109,0.491211,0.558594 ,0.630859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5592.jpeg
1070,1,0.492188,0.541016,0.503906 ,0.433594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5593.jpeg
1071,1,0.723633,0.559570,0.326172 ,0.482422,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5597.jpeg
1072,1,0.261719,0.464844,0.378906 ,0.320312,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5597.jpeg
1073,1,0.554688,0.521484,0.812500 ,0.542969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5605.jpeg
1074,0,0.556641,0.352539,0.417969 ,0.283203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_561.jpeg
1075,1,0.414062,0.493164,0.480469 ,0.705078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5615.jpeg
1076,1,0.531250,0.528320,0.671875 ,0.541016,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5616.jpeg
1077,1,0.512695,0.526367,0.720703 ,0.701172,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5622.jpeg
1078,0,0.486328,0.487305,0.953125 ,0.822266,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5625.jpeg
1079,0,0.473633,0.519531,0.916016 ,0.542969,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5627.jpeg
1080,0,0.303711,0.196289,0.603516 ,0.376953,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5627.jpeg
1081,1,0.660156,0.496094,0.675781 ,0.414062,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5632.jpeg
1082,1,0.098633,0.862305,0.193359 ,0.275391,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5632.jpeg
1083,1,0.151367,0.261719,0.298828 ,0.324219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5632.jpeg
1084,0,0.510742,0.504883,0.939453 ,0.935547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5634.jpeg
1085,0,0.504883,0.469727,0.771484 ,0.849609,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5641.jpeg
1086,0,0.505859,0.468750,0.816406 ,0.835938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5644.jpeg
1087,1,0.584961,0.597656,0.783203 ,0.500000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_566.jpeg
1088,1,0.835938,0.184570,0.273438 ,0.205078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_566.jpeg
1089,1,0.106445,0.721680,0.208984 ,0.427734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_566.jpeg
1090,1,0.089844,0.209961,0.175781 ,0.416016,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_566.jpeg
1091,1,0.553711,0.414062,0.662109 ,0.656250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5661.jpeg
1092,0,0.481445,0.556641,0.939453 ,0.886719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5666.jpeg
1093,1,0.459961,0.600586,0.501953 ,0.302734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_567.jpeg
1094,0,0.508789,0.449219,0.982422 ,0.839844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5676.jpeg
1095,1,0.507812,0.585938,0.550781 ,0.406250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5686.jpeg
1096,1,0.632812,0.256836,0.574219 ,0.361328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5686.jpeg
1097,1,0.527344,0.416992,0.578125 ,0.337891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5688.jpeg
1098,1,0.337891,0.504883,0.667969 ,0.427734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5693.jpeg
1099,0,0.486328,0.447266,0.882812 ,0.839844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_57.jpeg
1100,0,0.183594,0.314453,0.265625 ,0.261719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_57.jpeg
1101,1,0.524414,0.480469,0.271484 ,0.273438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5706.jpeg
1102,1,0.797852,0.825195,0.404297 ,0.330078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5706.jpeg
1103,1,0.391602,0.539062,0.634766 ,0.378906,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5711.jpeg
1104,1,0.861328,0.496094,0.277344 ,0.210938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5711.jpeg
1105,1,0.874023,0.727539,0.251953 ,0.193359,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5711.jpeg
1106,1,0.615234,0.867188,0.238281 ,0.238281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5711.jpeg
1107,1,0.500977,0.435547,0.677734 ,0.750000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5716.jpeg
1108,0,0.503906,0.557617,0.488281 ,0.423828,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5718.jpeg
1109,1,0.456055,0.679688,0.611328 ,0.585938,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5723.jpeg
1110,0,0.459961,0.669922,0.474609 ,0.257812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5733.jpeg
1111,1,0.492188,0.451172,0.578125 ,0.589844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5736.jpeg
1112,1,0.600586,0.541992,0.681641 ,0.595703,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5737.jpeg
1113,1,0.560547,0.552734,0.429688 ,0.449219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5744.jpeg
1114,1,0.553711,0.562500,0.419922 ,0.406250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5747.jpeg
1115,1,0.311523,0.414062,0.615234 ,0.820312,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5773.jpeg
1116,0,0.516602,0.562500,0.158203 ,0.156250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5780.jpeg
1117,0,0.887695,0.542969,0.142578 ,0.171875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5780.jpeg
1118,0,0.838867,0.059570,0.267578 ,0.107422,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5780.jpeg
1119,0,0.526367,0.921875,0.115234 ,0.109375,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5780.jpeg
1120,0,0.407227,0.054688,0.080078 ,0.078125,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5780.jpeg
1121,0,0.445312,0.722656,0.109375 ,0.117188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5780.jpeg
1122,0,0.477539,0.539062,0.572266 ,0.773438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5784.jpeg
1123,0,0.413086,0.178711,0.064453 ,0.083984,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1124,0,0.395508,0.434570,0.193359 ,0.134766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1125,0,0.275391,0.562500,0.117188 ,0.121094,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1126,0,0.076172,0.496094,0.148438 ,0.199219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1127,0,0.859375,0.312500,0.148438 ,0.117188,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1128,0,0.677734,0.823242,0.136719 ,0.154297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1129,0,0.472656,0.686523,0.078125 ,0.052734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1130,0,0.737305,0.104492,0.189453 ,0.130859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1131,0,0.925781,0.573242,0.148438 ,0.103516,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1132,0,0.682617,0.568359,0.146484 ,0.191406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5786.jpeg
1133,0,0.479492,0.554688,0.935547 ,0.566406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5794.jpeg
1134,0,0.686523,0.187500,0.244141 ,0.136719,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5794.jpeg
1135,0,0.123047,0.117188,0.242188 ,0.222656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5794.jpeg
1136,0,0.492188,0.576172,0.921875 ,0.847656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5802.jpeg
1137,0,0.588867,0.483398,0.443359 ,0.794922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5808.jpeg
1138,0,0.276367,0.418945,0.548828 ,0.716797,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5818.jpeg
1139,0,0.696289,0.436523,0.607422 ,0.783203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5818.jpeg
1140,0,0.592773,0.499023,0.400391 ,0.724609,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5819.jpeg
1141,0,0.486328,0.499023,0.890625 ,0.845703,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5821.jpeg
1142,0,0.554688,0.418945,0.890625 ,0.736328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5822.jpeg
1143,0,0.518555,0.535156,0.962891 ,0.816406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5823.jpeg
1144,0,0.457031,0.500977,0.902344 ,0.994141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_583.jpeg
1145,0,0.492188,0.511719,0.691406 ,0.722656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5834.jpeg
1146,1,0.570312,0.561523,0.457031 ,0.470703,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_584.jpeg
1147,0,0.488281,0.488281,0.917969 ,0.753906,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5856.jpeg
1148,0,0.490234,0.472656,0.804688 ,0.937500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5858.jpeg
1149,0,0.527344,0.565430,0.753906 ,0.869141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5871.jpeg
1150,1,0.517578,0.347656,0.960938 ,0.648438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5873.jpeg
1151,0,0.437500,0.565430,0.527344 ,0.552734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5880.jpeg
1152,0,0.502930,0.503906,0.994141 ,0.980469,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5896.jpeg
1153,0,0.526367,0.436523,0.779297 ,0.869141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5928.jpeg
1154,0,0.412109,0.510742,0.773438 ,0.892578,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5932.jpeg
1155,1,0.461914,0.445312,0.802734 ,0.660156,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5935.jpeg
1156,0,0.634766,0.501953,0.414062 ,0.554688,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5938.jpeg
1157,0,0.464844,0.469727,0.750000 ,0.666016,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5939.jpeg
1158,0,0.605469,0.596680,0.484375 ,0.603516,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5947.jpeg
1159,0,0.855469,0.225586,0.289062 ,0.447266,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5947.jpeg
1160,1,0.551758,0.439453,0.740234 ,0.449219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5949.jpeg
1161,1,0.579102,0.457031,0.763672 ,0.500000,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5953.jpeg
1162,0,0.563477,0.462891,0.873047 ,0.714844,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_596.jpeg
1163,0,0.582031,0.502930,0.773438 ,0.994141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5961.jpeg
1164,1,0.628906,0.473633,0.542969 ,0.634766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5967.jpeg
1165,1,0.560547,0.403320,0.667969 ,0.630859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5981.jpeg
1166,1,0.558594,0.386719,0.707031 ,0.632812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5992.jpeg
1167,0,0.466797,0.516602,0.703125 ,0.966797,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_5994.jpeg
1168,1,0.508789,0.489258,0.869141 ,0.861328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6.jpeg
1169,0,0.521484,0.443359,0.917969 ,0.820312,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_60.jpeg
1170,0,0.401367,0.543945,0.798828 ,0.912109,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_600.jpeg
1171,0,0.503906,0.512695,0.777344 ,0.380859,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_601.jpeg
1172,1,0.492188,0.392578,0.480469 ,0.468750,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6010.jpeg
1173,1,0.460938,0.750000,0.714844 ,0.441406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6010.jpeg
1174,0,0.442383,0.532227,0.732422 ,0.615234,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6011.jpeg
1175,1,0.446289,0.508789,0.876953 ,0.779297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6013.jpeg
1176,0,0.500977,0.463867,0.998047 ,0.783203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_603.jpeg
1177,0,0.490234,0.538086,0.843750 ,0.798828,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6031.jpeg
1178,0,0.642578,0.197266,0.714844 ,0.382812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6031.jpeg
1179,1,0.528320,0.673828,0.908203 ,0.582031,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6034.jpeg
1180,1,0.541992,0.215820,0.427734 ,0.279297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6034.jpeg
1181,0,0.486328,0.512695,0.968750 ,0.806641,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6039.jpeg
1182,1,0.538086,0.445312,0.732422 ,0.425781,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6040.jpeg
1183,0,0.515625,0.500977,0.757812 ,0.998047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6042.jpeg
1184,0,0.519531,0.456055,0.957031 ,0.908203,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6055.jpeg
1185,1,0.506836,0.496094,0.849609 ,0.632812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6058.jpeg
1186,1,0.503906,0.479492,0.785156 ,0.462891,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_607.jpeg
1187,1,0.498047,0.383789,0.632812 ,0.763672,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6078.jpeg
1188,1,0.491211,0.505859,0.595703 ,0.394531,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6092.jpeg
1189,1,0.500000,0.632812,0.750000 ,0.531250,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6094.jpeg
1190,0,0.493164,0.472656,0.927734 ,0.921875,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6097.jpeg
1191,0,0.466797,0.540039,0.894531 ,0.810547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6100.jpeg
1192,1,0.520508,0.485352,0.619141 ,0.716797,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6110.jpeg
1193,1,0.461914,0.477539,0.787109 ,0.810547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6112.jpeg
1194,1,0.620117,0.346680,0.287109 ,0.427734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6119.jpeg
1195,0,0.546875,0.491211,0.906250 ,0.978516,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6120.jpeg
1196,0,0.516602,0.466797,0.955078 ,0.890625,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6126.jpeg
1197,1,0.512695,0.496094,0.884766 ,0.878906,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_614.jpeg
1198,0,0.536133,0.504883,0.791016 ,0.935547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6152.jpeg
1199,1,0.506836,0.593750,0.740234 ,0.562500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6154.jpeg
1200,1,0.523438,0.488281,0.871094 ,0.687500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6157.jpeg
1201,1,0.508789,0.539062,0.927734 ,0.648438,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6158.jpeg
1202,1,0.525391,0.472656,0.234375 ,0.234375,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6160.jpeg
1203,1,0.168945,0.147461,0.205078 ,0.181641,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6160.jpeg
1204,1,0.510742,0.504883,0.966797 ,0.939453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6166.jpeg
1205,0,0.500977,0.458984,0.966797 ,0.566406,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_618.jpeg
1206,1,0.372070,0.552734,0.572266 ,0.628906,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6182.jpeg
1207,1,0.462891,0.568359,0.578125 ,0.468750,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6189.jpeg
1208,0,0.216797,0.338867,0.140625 ,0.111328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1209,0,0.383789,0.503906,0.173828 ,0.132812,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1210,0,0.380859,0.657227,0.093750 ,0.083984,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1211,0,0.385742,0.872070,0.142578 ,0.123047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1212,0,0.182617,0.118164,0.169922 ,0.189453,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1213,0,0.389648,0.177734,0.048828 ,0.070312,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1214,0,0.682617,0.548828,0.076172 ,0.070312,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1215,0,0.704102,0.702148,0.072266 ,0.083984,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1216,0,0.085938,0.866211,0.121094 ,0.126953,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1217,0,0.940430,0.815430,0.095703 ,0.123047,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1218,0,0.434570,0.045898,0.166016 ,0.076172,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6196.jpeg
1219,0,0.439453,0.586914,0.746094 ,0.759766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6212.jpeg
1220,1,0.525391,0.517578,0.773438 ,0.472656,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6216.jpeg
1221,1,0.568359,0.566406,0.449219 ,0.558594,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6222.jpeg
1222,0,0.450195,0.463867,0.708984 ,0.740234,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6225.jpeg
1223,1,0.511719,0.495117,0.597656 ,0.470703,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6258.jpeg
1224,1,0.726562,0.900391,0.171875 ,0.187500,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6258.jpeg
1225,0,0.486328,0.549805,0.941406 ,0.884766,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_626.jpeg
1226,1,0.461914,0.554688,0.626953 ,0.699219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6268.jpeg
1227,0,0.539062,0.393555,0.722656 ,0.580078,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6270.jpeg
1228,0,0.595703,0.500977,0.734375 ,0.994141,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6276.jpeg
1229,1,0.595703,0.537109,0.671875 ,0.613281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6279.jpeg
1230,0,0.319336,0.179688,0.048828 ,0.113281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1231,0,0.185547,0.230469,0.066406 ,0.074219,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1232,0,0.574219,0.144531,0.125000 ,0.160156,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1233,0,0.738281,0.143555,0.070312 ,0.052734,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1234,0,0.734375,0.266602,0.097656 ,0.111328,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1235,0,0.418945,0.219727,0.048828 ,0.060547,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1236,0,0.549805,0.759766,0.123047 ,0.113281,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1237,0,0.360352,0.694336,0.115234 ,0.154297,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1238,0,0.289062,0.863281,0.164062 ,0.152344,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1239,0,0.757812,0.918945,0.089844 ,0.056641,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
1240,0,0.293945,0.043945,0.099609 ,0.044922,C:\Users\Dell\Downloads\Weed_Detection5a431d7\data\agri_0_6286.jpeg
